,ID,Artist,Title,Image URL,Painting Info URL,Artist Info URL,name,artist,artist_1,artist_name,artist_name_1,content_id
2036,577287cdedc2cb3880082dcb,Roland Petersen,"California Picnic, Variations on I Ching Series",https://uploads1.wikiart.org/images/roland-petersen/california-picnic-variations-on-i-ching-series-1970.jpg,https://www.wikiart.org/en/roland-petersen/california-picnic-variations-on-i-ching-series-1970,https://www.wikiart.org/en/roland-petersen,california-picnic-variations-on-i-ching-series-1970.jpg,roland-petersen,roland-petersen,roland-petersen,roland-petersen,334784
2038,57728639edc2cb3880038e86,Enrico Baj,La Madmoiselle du Jamaica,https://uploads2.wikiart.org/images/enrico-baj/la-madmoiselle-du-jamaica-1954.jpg,https://www.wikiart.org/en/enrico-baj/la-madmoiselle-du-jamaica-1954,https://www.wikiart.org/en/enrico-baj,la-madmoiselle-du-jamaica-1954.jpg,enrico-baj,enrico-baj,enrico-baj,enrico-baj,323949
2042,577287b7edc2cb3880080902,James Lee Byars,Self-Portrait,https://uploads4.wikiart.org/images/james-lee-byars/self-portrait-1959.jpg,https://www.wikiart.org/en/james-lee-byars/self-portrait-1959,https://www.wikiart.org/en/james-lee-byars,self-portrait-1959.jpg,james-lee-byars,james-lee-byars,james-lee-byars,james-lee-byars,333943
2043,57727859edc2cb3880d78301,Matthias Gr&#252;newald,Heller Altarpiece,https://uploads2.wikiart.org/images/matthias-grünewald/heller-altarpiece-1509.jpg,https://www.wikiart.org/en/matthias-grunewald/heller-altarpiece-1509,https://www.wikiart.org/en/matthias-grunewald,heller-altarpiece-1509.jpg,matthias-grünewald,matthias-gr&#252;newald,matthias-grünewald,matthias-gr&#252;newald,246609
2063,57727cd3edc2cb3880e5e11b,Louise Elisabeth Vigee Le Brun,Anna Ivanovna Tolstaya,https://uploads5.wikiart.org/images/louise-elisabeth-vigee-le-brun/anna-ivanovna-tolstaya.jpg,https://www.wikiart.org/en/louise-elisabeth-vigee-le-brun/anna-ivanovna-tolstaya,https://www.wikiart.org/en/louise-elisabeth-vigee-le-brun,anna-ivanovna-tolstaya.jpg,louise-elisabeth-vigee-le-brun,louise-elisabeth-vigee-le-brun,louise-elisabeth-vigee-le-brun,louise-elisabeth-vigee-le-brun,270952
2064,57727da7edc2cb3880e86bae,Alexander Orlowski,Battle of Cossaks with Kirgizes,https://uploads7.wikiart.org/images/alexander-orlowski/battle-of-cossaks-with-kirgizes-1826.jpg,https://www.wikiart.org/en/alexander-orlowski/battle-of-cossaks-with-kirgizes-1826,https://www.wikiart.org/en/alexander-orlowski,battle-of-cossaks-with-kirgizes-1826.jpg,alexander-orlowski,alexander-orlowski,alexander-orlowski,alexander-orlowski,275669
2072,57726e45edc2cb3880b69781,Pieter Bruegel the Elder,The Triumph of Death,https://uploads6.wikiart.org/images/pieter-bruegel-the-elder/the-triumph-of-death.jpg,https://www.wikiart.org/en/pieter-bruegel-the-elder/the-triumph-of-death-1562-1,https://www.wikiart.org/en/pieter-bruegel-the-elder,the-triumph-of-death.jpg,pieter-bruegel-the-elder,pieter-bruegel-the-elder,pieter-bruegel-the-elder,pieter-bruegel-the-elder,186888
2076,57726f0eedc2cb3880b9486a,Theodore Gericault,Anatomical Pieces,https://uploads6.wikiart.org/images/theodore-gericault/anatomical-pieces.jpg,https://www.wikiart.org/en/theodore-gericault/anatomical-pieces-1819-1,https://www.wikiart.org/en/theodore-gericault,anatomical-pieces.jpg,theodore-gericault,theodore-gericault,theodore-gericault,theodore-gericault,192503
2081,5772779bedc2cb3880d4fe4f,Andrea del Verrocchio,The Baptism of Christ,https://uploads4.wikiart.org/images/andrea-del-verrochio/the-baptism-of-christ.jpg,https://www.wikiart.org/en/andrea-del-verrochio/the-baptism-of-christ,https://www.wikiart.org/en/andrea-del-verrochio,the-baptism-of-christ.jpg,andrea-del-verrochio,andrea-del-verrocchio,andrea-del-verrochio,andrea-del-verrocchio,9223372032559831655
2084,57728759edc2cb388006daba,Leon Underwood,Manitu Bird,https://uploads1.wikiart.org/images/leon-underwood/manitu-bird-1935.jpg,https://www.wikiart.org/en/leon-underwood/manitu-bird-1935,https://www.wikiart.org/en/leon-underwood,manitu-bird-1935.jpg,leon-underwood,leon-underwood,leon-underwood,leon-underwood,331717
2087,57728335edc2cb3880fa16b5,Gosta Adrian-Nilsson,Figurer I Trappa,https://uploads3.wikiart.org/images/gosta-adrian-nilsson/figurer-i-trappa-1923.jpg,https://www.wikiart.org/en/gosta-adrian-nilsson/figurer-i-trappa-1923,https://www.wikiart.org/en/gosta-adrian-nilsson,figurer-i-trappa-1923.jpg,gosta-adrian-nilsson,gosta-adrian-nilsson,gosta-adrian-nilsson,gosta-adrian-nilsson,307519
2088,57728651edc2cb388003b1fa,Edward Wadsworth,The Beached Margin,https://uploads1.wikiart.org/images/edward-wadsworth/the-beached-margin-1937.jpg,https://www.wikiart.org/en/edward-wadsworth/the-beached-margin-1937,https://www.wikiart.org/en/edward-wadsworth,the-beached-margin-1937.jpg,edward-wadsworth,edward-wadsworth,edward-wadsworth,edward-wadsworth,324608
2097,577284aeedc2cb3880fe8c77,Piero di Cosimo,Portrait of Simonetta Vespucci as Cleopatra,https://uploads7.wikiart.org/images/piero-di-cosimo/portrait-of-simonetta-vespucci-as-cleopatra-1490.jpg,https://www.wikiart.org/en/piero-di-cosimo/portrait-of-simonetta-vespucci-as-cleopatra-1490,https://www.wikiart.org/en/piero-di-cosimo,portrait-of-simonetta-vespucci-as-cleopatra-1490.jpg,piero-di-cosimo,piero-di-cosimo,piero-di-cosimo,piero-di-cosimo,315424
2100,5772883eedc2cb388009e36d,Dora Maar,The Years Lie in Wait for You,https://uploads5.wikiart.org/images/dora-maar/the-years-lie-in-wait-for-you-1936.jpg,https://www.wikiart.org/en/dora-maar/the-years-lie-in-wait-for-you-1936,https://www.wikiart.org/en/dora-maar,the-years-lie-in-wait-for-you-1936.jpg,dora-maar,dora-maar,dora-maar,dora-maar,337399
2103,577280aaedc2cb3880f1e5e7,Robert Morris,Untitled,https://uploads6.wikiart.org/images/robert-morris/untitled-1968.jpg,https://www.wikiart.org/en/robert-morris/untitled-1968,https://www.wikiart.org/en/robert-morris,untitled-1968.jpg,robert-morris,robert-morris,robert-morris,robert-morris,292539
2104,5772831eedc2cb3880f9f2b7,Morris Graves,Vessel in a Drift of Diamond Light in the Sky of the Mind,https://uploads1.wikiart.org/images/morris-graves/vessel-in-a-drift-of-diamond-light-in-the-sky-of-the-mind-1944.jpg,https://www.wikiart.org/en/morris-graves/vessel-in-a-drift-of-diamond-light-in-the-sky-of-the-mind-1944,https://www.wikiart.org/en/morris-graves,vessel-in-a-drift-of-diamond-light-in-the-sky-of-the-mind-1944.jpg,morris-graves,morris-graves,morris-graves,morris-graves,306830
2105,57728662edc2cb3880042101,Charlotte Posenenske,Untitled (After Nature: Tree Trunks),https://uploads2.wikiart.org/images/charlotte-posenenske/untitled-after-nature-tree-trunks-1959.jpg,https://www.wikiart.org/en/charlotte-posenenske/untitled-after-nature-tree-trunks-1959,https://www.wikiart.org/en/charlotte-posenenske,untitled-after-nature-tree-trunks-1959.jpg,charlotte-posenenske,charlotte-posenenske,charlotte-posenenske,charlotte-posenenske,324803
2109,57727b7bedc2cb3880e19279,Auguste Rodin,Danaid,https://uploads8.wikiart.org/images/auguste-rodin/danaid.jpg,https://www.wikiart.org/en/auguste-rodin/danaid,https://www.wikiart.org/en/auguste-rodin,danaid.jpg,auguste-rodin,auguste-rodin,auguste-rodin,auguste-rodin,263395
2111,5772785cedc2cb3880d786b9,Matthias Gr&#252;newald,The Entombment (detail from the Isenheim Altarpiece),https://uploads5.wikiart.org/images/matthias-grünewald/the-entombment-detail-from-the-isenheim-altarpiece-1.jpg,https://www.wikiart.org/en/matthias-grunewald/the-entombment-detail-from-the-isenheim-altarpiece-1516,https://www.wikiart.org/en/matthias-grunewald,the-entombment-detail-from-the-isenheim-altarpiece-1.jpg,matthias-grünewald,matthias-gr&#252;newald,matthias-grünewald,matthias-gr&#252;newald,246676
2112,57727797edc2cb3880d4f9a8,Mark Rothko,Untitled,https://uploads4.wikiart.org/images/mark-rothko/untitled-4(1).jpg,https://www.wikiart.org/en/mark-rothko/untitled-4,https://www.wikiart.org/en/mark-rothko,untitled-4(1).jpg,mark-rothko,mark-rothko,mark-rothko,mark-rothko,242167
2115,57726f11edc2cb3880b94d96,Theodore Gericault,The Raft of the Medusa,https://uploads1.wikiart.org/images/theodore-gericault/the-raft-of-the-medusa-1819(1).jpg,https://www.wikiart.org/en/theodore-gericault/the-raft-of-the-medusa-1819,https://www.wikiart.org/en/theodore-gericault,the-raft-of-the-medusa-1819(1).jpg,theodore-gericault,theodore-gericault,theodore-gericault,theodore-gericault,192589
2117,57728780edc2cb3880075d90,Noguchi Isamu ,Remembrance,https://uploads0.wikiart.org/images/isamu-noguchi/remembrance-1944.jpg,https://www.wikiart.org/en/noguchi-isamu/remembrance-1944,https://www.wikiart.org/en/noguchi-isamu,remembrance-1944.jpg,isamu-noguchi,noguchi-isamu-,isamu-noguchi,noguchi-isamu-,332332
2118,57727feaedc2cb3880ef669e,Dan Christensen,Street Dancer,https://uploads4.wikiart.org/images/dan-christensen/street-dancer-1986.jpg,https://www.wikiart.org/en/dan-christensen/street-dancer-1986,https://www.wikiart.org/en/dan-christensen,street-dancer-1986.jpg,dan-christensen,dan-christensen,dan-christensen,dan-christensen,288166
2123,577281caedc2cb3880f59be8,Gheorghe Tattarescu,Peisaj cu arbore fr&#226;nt,https://uploads3.wikiart.org/images/gheorghe-tattarescu/peisaj-cu-arbore-fr-nt.jpg,https://www.wikiart.org/en/gheorghe-tattarescu/peisaj-cu-arbore-fr-nt,https://www.wikiart.org/en/gheorghe-tattarescu,peisaj-cu-arbore-fr-nt.jpg,gheorghe-tattarescu,gheorghe-tattarescu,gheorghe-tattarescu,gheorghe-tattarescu,298999
2130,599b2570edc2c90e2cc471d9,Jeremy Henderson,"Theatre, Stage, Landscape",https://uploads5.wikiart.org/00146/images/jeremy-henderson/jeremy-henderson-120-002-theatre-stage-landscape-1986-oil-on-canvas-122x123cm-sold-ni-civil-service.jpg,https://www.wikiart.org/en/jeremy-henderson/theatre-stage-landscape-1986,https://www.wikiart.org/en/jeremy-henderson,jeremy-henderson-120-002-theatre-stage-landscape-1986-oil-on-canvas-122x123cm-sold-ni-civil-service.jpg,jeremy-henderson,jeremy-henderson,jeremy-henderson,jeremy-henderson,9223372032559823169
2133,577283caedc2cb3880fbd845,Mily Possoz,Int&#233;rieur d&#39;Atelier,https://uploads6.wikiart.org/images/mily-possoz/int-rieur-d-atelier-1920.jpg,https://www.wikiart.org/en/mily-possoz/int-rieur-d-atelier-1920,https://www.wikiart.org/en/mily-possoz,int-rieur-d-atelier-1920.jpg,mily-possoz,mily-possoz,mily-possoz,mily-possoz,310267
2134,577280dcedc2cb3880f28920,Claes Oldenburg,Floor Cake,https://uploads1.wikiart.org/images/claes-oldenburg/floor-cake-1962.jpg,https://www.wikiart.org/en/claes-oldenburg/floor-cake-1962,https://www.wikiart.org/en/claes-oldenburg,floor-cake-1962.jpg,claes-oldenburg,claes-oldenburg,claes-oldenburg,claes-oldenburg,293685
2143,57728922edc2cb38800ca3b1,Theodore Roszak,Bi-Polar in Red,https://uploads6.wikiart.org/images/theodore-roszak/bi-polar-in-red-1940.jpg,https://www.wikiart.org/en/theodore-roszak/bi-polar-in-red-1940,https://www.wikiart.org/en/theodore-roszak,bi-polar-in-red-1940.jpg,theodore-roszak,theodore-roszak,theodore-roszak,theodore-roszak,344580
2145,5772845bedc2cb3880fdb9af,Rene Duvillier,Sea,https://uploads5.wikiart.org/images/rene-duvillier/sea-1960(1).jpg,https://www.wikiart.org/en/rene-duvillier/sea-1960,https://www.wikiart.org/en/rene-duvillier,sea-1960(1).jpg,rene-duvillier,rene-duvillier,rene-duvillier,rene-duvillier,313465
2146,57728952edc2cb38800d472a,Jacob Epstein,Mother and Child,https://uploads5.wikiart.org/images/jacob-epstein/mother-and-child-1913.jpg,https://www.wikiart.org/en/jacob-epstein/mother-and-child-1913,https://www.wikiart.org/en/jacob-epstein,mother-and-child-1913.jpg,jacob-epstein,jacob-epstein,jacob-epstein,jacob-epstein,346677
2154,57727f6aedc2cb3880edfdc4,Sol LeWitt,Serial Project (Set B),https://uploads6.wikiart.org/images/sol-lewitt/serial-project-set-b-1966.jpg,https://www.wikiart.org/en/sol-lewitt/serial-project-set-b-1966,https://www.wikiart.org/en/sol-lewitt,serial-project-set-b-1966.jpg,sol-lewitt,sol-lewitt,sol-lewitt,sol-lewitt,285125
2164,577285e5edc2cb38800265e7,Hubert Robert,"Imaginary View of Rome with Equestrian Statue of Marcus Aurelius, the Column of Trajan and a Temple",https://uploads8.wikiart.org/images/hubert-robert/imaginary-view-of-rome-with-equestrian-statue-of-marcus-aurelius-the-column-of-trajan-and-a-1786.jpg,https://www.wikiart.org/en/hubert-robert/imaginary-view-of-rome-with-equestrian-statue-of-marcus-aurelius-the-column-of-trajan-and-a-1786,https://www.wikiart.org/en/hubert-robert,imaginary-view-of-rome-with-equestrian-statue-of-marcus-aurelius-the-column-of-trajan-and-a-1786.jpg,hubert-robert,hubert-robert,hubert-robert,hubert-robert,322221
2165,577286ddedc2cb38800581c2,Pierre Roy,Le grand bateau,https://uploads1.wikiart.org/images/pierre-roy/le-grand-bateau-1927.jpg,https://www.wikiart.org/en/pierre-roy/le-grand-bateau-1927,https://www.wikiart.org/en/pierre-roy,le-grand-bateau-1927.jpg,pierre-roy,pierre-roy,pierre-roy,pierre-roy,328140
2167,5772878aedc2cb3880076e57,Warren Rohrer,Edge 3,https://uploads4.wikiart.org/images/warren-rohrer/edge-3-1985.jpg,https://www.wikiart.org/en/warren-rohrer/edge-3-1985,https://www.wikiart.org/en/warren-rohrer,edge-3-1985.jpg,warren-rohrer,warren-rohrer,warren-rohrer,warren-rohrer,332774
2169,57726e8dedc2cb3880b76528,Amedeo Modigliani,Madame Pompadour,https://uploads0.wikiart.org/images/amedeo-modigliani/madame-pompadour-1915.jpg,https://www.wikiart.org/en/amedeo-modigliani/madame-pompadour-1914-1,https://www.wikiart.org/en/amedeo-modigliani,madame-pompadour-1915.jpg,amedeo-modigliani,amedeo-modigliani,amedeo-modigliani,amedeo-modigliani,189566
2176,577286a1edc2cb388004d75d,Sheila Hicks,Menhir II,https://uploads6.wikiart.org/images/sheila-hicks/menhir-ii-1969.jpg,https://www.wikiart.org/en/sheila-hicks/menhir-ii-1969,https://www.wikiart.org/en/sheila-hicks,menhir-ii-1969.jpg,sheila-hicks,sheila-hicks,sheila-hicks,sheila-hicks,326364
2179,57727079edc2cb3880be3e83,Albrecht Durer,"The Knight, Death and the Devil",https://uploads2.wikiart.org/images/albrecht-durer/the-knight-death-and-the-devil-1513.jpg,https://www.wikiart.org/en/albrecht-durer/the-knight-death-and-the-devil-1513,https://www.wikiart.org/en/albrecht-durer,the-knight-death-and-the-devil-1513.jpg,albrecht-durer,albrecht-durer,albrecht-durer,albrecht-durer,201242
2181,57728735edc2cb388006b396,William Turnbull,Head 3,https://uploads7.wikiart.org/images/william-turnbull/head-3-1955.jpg,https://www.wikiart.org/en/william-turnbull/head-3-1955,https://www.wikiart.org/en/william-turnbull,head-3-1955.jpg,william-turnbull,william-turnbull,william-turnbull,william-turnbull,330574
2189,57727284edc2cb3880c56503,Henri Matisse,Dance (II),https://uploads6.wikiart.org/images/henri-matisse/dance-ii-1910.jpg,https://www.wikiart.org/en/henri-matisse/dance-ii-1910,https://www.wikiart.org/en/henri-matisse,dance-ii-1910.jpg,henri-matisse,henri-matisse,henri-matisse,henri-matisse,213952
2190,577281f5edc2cb3880f62535,F&#233;lix Del Marle,The Port,https://uploads8.wikiart.org/images/f-lix-del-marle/the-port-1914.jpg,https://www.wikiart.org/en/f-lix-del-marle/the-port-1914,https://www.wikiart.org/en/f-lix-del-marle,the-port-1914.jpg,f-lix-del-marle,f&#233;lix-del-marle,f-lix-del-marle,f&#233;lix-del-marle,300058
2192,577276e2edc2cb3880d31015,Vasily Vereshchagin,Mausoleum of Shah-i-Zinda in Samarkand,https://uploads6.wikiart.org/images/vasily-vereshchagin/mausoleum-of-shah-i-zinda-in-samarkand-1870.jpg,https://www.wikiart.org/en/vasily-vereshchagin/mausoleum-of-shah-i-zinda-in-samarkand-1870,https://www.wikiart.org/en/vasily-vereshchagin,mausoleum-of-shah-i-zinda-in-samarkand-1870.jpg,vasily-vereshchagin,vasily-vereshchagin,vasily-vereshchagin,vasily-vereshchagin,237804
2195,5772873aedc2cb388006bb5b,Robert Huot,3 inch high 33 foot long Epoxy Paint Band,https://uploads1.wikiart.org/images/robert-huot/3-inch-high-33-foot-long-epoxy-paint-band-1968.jpg,https://www.wikiart.org/en/robert-huot/3-inch-high-33-foot-long-epoxy-paint-band-1968,https://www.wikiart.org/en/robert-huot,3-inch-high-33-foot-long-epoxy-paint-band-1968.jpg,robert-huot,robert-huot,robert-huot,robert-huot,330873
2206,57727eecedc2cb3880ec57ec,Wassily Kandinsky,Color Study: Squares with Concentric Circles,https://uploads3.wikiart.org/images/wassily-kandinsky/color-study-squares-with-concentric-circles-1913(1).jpg,https://www.wikiart.org/en/wassily-kandinsky/color-study-squares-with-concentric-circles-1913,https://www.wikiart.org/en/wassily-kandinsky,color-study-squares-with-concentric-circles-1913(1).jpg,wassily-kandinsky,wassily-kandinsky,wassily-kandinsky,wassily-kandinsky,282911
2210,57728934edc2cb38800d13f3,Ottone Rosai,Scomposizione di una strada,https://uploads6.wikiart.org/images/ottone-rosai/scomposizione-di-una-strada-1914.jpg,https://www.wikiart.org/en/ottone-rosai/scomposizione-di-una-strada-1914,https://www.wikiart.org/en/ottone-rosai,scomposizione-di-una-strada-1914.jpg,ottone-rosai,ottone-rosai,ottone-rosai,ottone-rosai,344817
2213,57728789edc2cb3880076c2f,Giuseppe Pinot-Gallizio,Rotolo de pittura industriale,https://uploads1.wikiart.org/images/giuseppe-pinot-gallizio/rotolo-de-pittura-industriale-1959.jpg,https://www.wikiart.org/en/giuseppe-pinot-gallizio/rotolo-de-pittura-industriale-1959,https://www.wikiart.org/en/giuseppe-pinot-gallizio,rotolo-de-pittura-industriale-1959.jpg,giuseppe-pinot-gallizio,giuseppe-pinot-gallizio,giuseppe-pinot-gallizio,giuseppe-pinot-gallizio,332711
2218,577284cfedc2cb3880ff12a5,Alberto Magnelli,Femme &#224; la blouse jaune,https://uploads4.wikiart.org/images/alberto-magnelli/femme-la-blouse-jaune-1916.jpg,https://www.wikiart.org/en/alberto-magnelli/femme-la-blouse-jaune-1916,https://www.wikiart.org/en/alberto-magnelli,femme-la-blouse-jaune-1916.jpg,alberto-magnelli,alberto-magnelli,alberto-magnelli,alberto-magnelli,316033
2219,577285e5edc2cb3880026525,Hubert Robert,A Hermit Praying in the Ruins of a Roman Temple,https://uploads0.wikiart.org/images/hubert-robert/a-hermit-praying-in-the-ruins-of-a-roman-temple-1760.jpg,https://www.wikiart.org/en/hubert-robert/a-hermit-praying-in-the-ruins-of-a-roman-temple-1760,https://www.wikiart.org/en/hubert-robert,a-hermit-praying-in-the-ruins-of-a-roman-temple-1760.jpg,hubert-robert,hubert-robert,hubert-robert,hubert-robert,322209
2221,577278d1edc2cb3880d93c6c,Hans Baldung,An Allegory of Death and Beauty,https://uploads5.wikiart.org/images/hans-baldung/an-allegory-of-death-and-beauty.jpg,https://www.wikiart.org/en/hans-baldung/an-allegory-of-death-and-beauty,https://www.wikiart.org/en/hans-baldung,an-allegory-of-death-and-beauty.jpg,hans-baldung,hans-baldung,hans-baldung,hans-baldung,249065
2223,59983af3edc2c9d2c47f7be2,Jeremy Henderson,In the Garden of Infinite Choice,https://uploads4.wikiart.org/00146/images/jeremy-henderson/jeremy-henderson-145-012-in-the-garden-of-infinite-choice-1989-oil-on-canvas-121x122cm-sold-queens.jpg,https://www.wikiart.org/en/jeremy-henderson/in-the-garden-of-infinite-choice-1989,https://www.wikiart.org/en/jeremy-henderson,jeremy-henderson-145-012-in-the-garden-of-infinite-choice-1989-oil-on-canvas-121x122cm-sold-queens.jpg,jeremy-henderson,jeremy-henderson,jeremy-henderson,jeremy-henderson,9223372032559823147
2225,5772721dedc2cb3880c412e6,Rene Magritte,Time transfixed,https://uploads7.wikiart.org/images/rene-magritte/time-transfixed-1938(1).jpg,https://www.wikiart.org/en/rene-magritte/time-transfixed-1938,https://www.wikiart.org/en/rene-magritte,time-transfixed-1938(1).jpg,rene-magritte,rene-magritte,rene-magritte,rene-magritte,211652
2228,577277e3edc2cb3880d61e15,Richard Hamilton,Interior,https://uploads0.wikiart.org/images/richard-hamilton/interior-1964.jpg,https://www.wikiart.org/en/richard-hamilton/interior-1964,https://www.wikiart.org/en/richard-hamilton,interior-1964.jpg,richard-hamilton,richard-hamilton,richard-hamilton,richard-hamilton,243815
2234,57726e7dedc2cb3880b748da,Sandro Botticelli,Venus and Mars,https://uploads5.wikiart.org/images/sandro-botticelli/venus-and-mars(1).jpg,https://www.wikiart.org/en/sandro-botticelli/venus-and-mars-1483-1,https://www.wikiart.org/en/sandro-botticelli,venus-and-mars(1).jpg,sandro-botticelli,sandro-botticelli,sandro-botticelli,sandro-botticelli,189153
2242,57727ec8edc2cb3880ec221c,Yannoulis Chalepas,Thought,https://uploads1.wikiart.org/images/yannoulis-chalepas/thought-1933.jpg,https://www.wikiart.org/en/yannoulis-chalepas/thought-1933,https://www.wikiart.org/en/yannoulis-chalepas,thought-1933.jpg,yannoulis-chalepas,yannoulis-chalepas,yannoulis-chalepas,yannoulis-chalepas,281988
2251,57727cb9edc2cb3880e560a7,Jan van Hemessen,Allegorical Scene,https://uploads4.wikiart.org/images/jan-van-hemessen/allegorical-scene.jpg,https://www.wikiart.org/en/jan-van-hemessen/allegorical-scene,https://www.wikiart.org/en/jan-van-hemessen,allegorical-scene.jpg,jan-van-hemessen,jan-van-hemessen,jan-van-hemessen,jan-van-hemessen,270423
2253,577280dcedc2cb3880f28a02,Claes Oldenburg,Lipstick (Ascending) on Caterpillar Tracks,https://uploads4.wikiart.org/images/claes-oldenburg/lipstick-ascending-on-caterpillar-tracks-1969.jpg,https://www.wikiart.org/en/claes-oldenburg/lipstick-ascending-on-caterpillar-tracks-1969,https://www.wikiart.org/en/claes-oldenburg,lipstick-ascending-on-caterpillar-tracks-1969.jpg,claes-oldenburg,claes-oldenburg,claes-oldenburg,claes-oldenburg,293699
2254,577284fbedc2cb3880ffaa24,Corneille,Feast in the Garden,https://uploads4.wikiart.org/images/corneille/feast-in-the-garden-1971.jpg,https://www.wikiart.org/en/corneille/feast-in-the-garden-1971,https://www.wikiart.org/en/corneille,feast-in-the-garden-1971.jpg,corneille,corneille,corneille,corneille,316934
2256,577287b5edc2cb388008060c,Meret Oppenheim,Fur Gloves with Wooden Fingers,https://uploads3.wikiart.org/images/meret-oppenheim/fur-gloves-with-wooden-fingers-1936.jpg,https://www.wikiart.org/en/meret-oppenheim/fur-gloves-with-wooden-fingers-1936,https://www.wikiart.org/en/meret-oppenheim,fur-gloves-with-wooden-fingers-1936.jpg,meret-oppenheim,meret-oppenheim,meret-oppenheim,meret-oppenheim,333896
2260,57727f43edc2cb3880ed7e3e,Wolfgang Paalen,Genius of the Species,https://uploads3.wikiart.org/images/wolfgang-paalen/genius-of-the-species-1938.jpg,https://www.wikiart.org/en/wolfgang-paalen/genius-of-the-species-1938,https://www.wikiart.org/en/wolfgang-paalen,genius-of-the-species-1938.jpg,wolfgang-paalen,wolfgang-paalen,wolfgang-paalen,wolfgang-paalen,284644
2262,57726f8fedc2cb3880bb1c69,Honore Daumier,Transnonain Street,https://uploads8.wikiart.org/images/honore-daumier/transnonain-street-1834.jpg,https://www.wikiart.org/en/honore-daumier/transnonain-street-1834,https://www.wikiart.org/en/honore-daumier,transnonain-street-1834.jpg,honore-daumier,honore-daumier,honore-daumier,honore-daumier,195715
2266,589c5342edc2cd40d4ab5513,Antoine-Jean Gros,First Consul Bonaparte,https://uploads3.wikiart.org/00118/images/antoine-jean-gros/first-consul-bonaparte-1802.png,https://www.wikiart.org/en/antoine-jean-gros/first-consul-bonaparte-1802,https://www.wikiart.org/en/antoine-jean-gros,first-consul-bonaparte-1802.png,antoine-jean-gros,antoine-jean-gros,antoine-jean-gros,antoine-jean-gros,9223372032559812141
2267,57728649edc2cb388003a747,Anne-Louis Girodet,Mademoiselle Lange as Venus,https://uploads6.wikiart.org/images/anne-louis-girodet/mademoiselle-lange-as-venus-1798(1).jpg,https://www.wikiart.org/en/anne-louis-girodet/mademoiselle-lange-as-venus-1798,https://www.wikiart.org/en/anne-louis-girodet,mademoiselle-lange-as-venus-1798(1).jpg,anne-louis-girodet,anne-louis-girodet,anne-louis-girodet,anne-louis-girodet,324417
2269,577288bcedc2cb38800b516e,Mark Rothko,Untitled,https://uploads6.wikiart.org/images/mark-rothko/untitled-1969-2.jpg,https://www.wikiart.org/en/mark-rothko/untitled-1969-2,https://www.wikiart.org/en/mark-rothko,untitled-1969-2.jpg,mark-rothko,mark-rothko,mark-rothko,mark-rothko,341035
2270,599bee12edc2c978fc0ee6d2,Leon Wycz&#243;łkowski,Portrait of a Lady,https://uploads8.wikiart.org/00146/images/leon-wyczolkowski/leon-wycz-kowski-portret-damy.jpg,https://www.wikiart.org/en/leon-wyczolkowski/portrait-of-a-lady-1881,https://www.wikiart.org/en/leon-wyczolkowski,leon-wycz-kowski-portret-damy.jpg,leon-wyczolkowski,leon-wycz&#243;łkowski,leon-wyczolkowski,leon-wycz&#243;łkowski,9223372032559823194
2273,57728289edc2cb3880f809c1,Jean Fautrier,Hostages Black Ground,https://uploads1.wikiart.org/images/jean-fautrier/hostages-black-ground-1947.jpg,https://www.wikiart.org/en/jean-fautrier/hostages-black-ground-1947,https://www.wikiart.org/en/jean-fautrier,hostages-black-ground-1947.jpg,jean-fautrier,jean-fautrier,jean-fautrier,jean-fautrier,303498
2275,5772875aedc2cb388006dafa,Leon Underwood,Torso,https://uploads4.wikiart.org/images/leon-underwood/torso-1923.jpg,https://www.wikiart.org/en/leon-underwood/torso-1923,https://www.wikiart.org/en/leon-underwood,torso-1923.jpg,leon-underwood,leon-underwood,leon-underwood,leon-underwood,331721
2276,577286a7edc2cb388004df44,Lynda Benglis,Night Sherbet A,https://uploads4.wikiart.org/images/lynda-benglis/night-sherbet-a-1968.jpg,https://www.wikiart.org/en/lynda-benglis/night-sherbet-a-1968,https://www.wikiart.org/en/lynda-benglis,night-sherbet-a-1968.jpg,lynda-benglis,lynda-benglis,lynda-benglis,lynda-benglis,326502
2284,57727ad3edc2cb3880dfc037,Umberto Boccioni,Unique Forms of Continuity in Space,https://uploads0.wikiart.org/images/umberto-boccioni/unique-forms-of-continuity-in-space-1913.jpg,https://www.wikiart.org/en/umberto-boccioni/unique-forms-of-continuity-in-space-1913,https://www.wikiart.org/en/umberto-boccioni,unique-forms-of-continuity-in-space-1913.jpg,umberto-boccioni,umberto-boccioni,umberto-boccioni,umberto-boccioni,260573
2285,59b2901eedc2caeb043310e8,Il Sodoma,Piet&#224;,https://uploads7.wikiart.org/00148/images/il-sodoma/piet-1533.jpg,https://www.wikiart.org/en/il-sodoma/pieta-1533,https://www.wikiart.org/en/il-sodoma,piet-1533.jpg,il-sodoma,il-sodoma,il-sodoma,il-sodoma,9223372032559823612
2287,57728227edc2cb3880f6c4a1,Imi Knoebel,24 Colors (for Blinky),https://uploads7.wikiart.org/images/imi-knoebel/24-colors-for-blinky-1977.jpg,https://www.wikiart.org/en/imi-knoebel/24-colors-for-blinky-1977,https://www.wikiart.org/en/imi-knoebel,24-colors-for-blinky-1977.jpg,imi-knoebel,imi-knoebel,imi-knoebel,imi-knoebel,301159
